,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,Travel company,Name,VIP,RoomService,FoodCourt,Travel Outcome
1313,1391_02,Mars,False,F/276/P,TRAPPIST-1e,21.0,Blue Horizon,Cines Apie,False,1072.0,79.0,Reached wrong destination
1314,1391_03,Mars,False,F/276/P,,44.0,Tulsa Inc,Frunch Apie,False,485.0,2.0,Reached wrong destination
1315,1393_01,Mars,False,F/270/S,TRAPPIST-1e,36.0,Tulsa Inc,Mes Kake,False,42.0,0.0,Reached wrong destination
1316,1393_02,Mars,False,F/270/S,TRAPPIST-1e,19.0,Blue Horizon,,False,2058.0,0.0,Succesfully reached Destination
1317,1395_01,Earth,False,G/214/S,TRAPPIST-1e,7.0,Blue Horizon,Willah Fryes,False,0.0,0.0,Reached wrong destination
1318,1397_01,Earth,False,F/271/S,TRAPPIST-1e,39.0,Tulsa Inc,Hanne Hodes,False,386.0,190.0,Succesfully reached Destination
1319,1398_01,Earth,False,G/216/P,TRAPPIST-1e,28.0,Tulsa Inc,Adria Cookentaney,False,0.0,508.0,Reached wrong destination
1320,1399_01,Earth,False,F/272/S,TRAPPIST-1e,28.0,Blue Horizon,Hellia Popelase,False,0.0,0.0,Reached wrong destination
1321,1400_01,Earth,True,G/217/P,55 Cancri e,14.0,Tulsa Inc,Hanne Colleruces,False,0.0,0.0,Succesfully reached Destination
1322,1401_01,Earth,,G/218/P,TRAPPIST-1e,18.0,Tulsa Inc,Guyne Burtiz,False,0.0,0.0,Reached wrong destination
1323,1402_01,Earth,True,G/215/S,PSO J318.5-22,23.0,Blue Horizon,Darlie Blacks,False,0.0,0.0,Failed to reach
1324,1402_02,Earth,True,G/215/S,55 Cancri e,33.0,Blue Horizon,Leony Blacks,False,0.0,0.0,Failed to reach
1325,1403_01,Earth,False,E/86/P,TRAPPIST-1e,18.0,Blue Horizon,Bobbyn Coopelandez,False,1656.0,0.0,Reached wrong destination
1326,1404_01,Europa,False,B/60/S,TRAPPIST-1e,47.0,Blue Horizon,Alaton Mornaned,False,1.0,734.0,Failed to reach
1327,1404_02,Europa,False,,TRAPPIST-1e,42.0,Blue Horizon,Arkard Mornaned,False,0.0,51.0,Succesfully reached Destination
1328,1406_01,Mars,False,E/106/S,TRAPPIST-1e,17.0,Blue Horizon,Muffs Gres,False,36.0,0.0,Failed to reach
1329,1407_01,Earth,False,F/278/P,TRAPPIST-1e,21.0,Tulsa Inc,Lerome Foxter,False,737.0,4.0,Succesfully reached Destination
1330,1407_02,Earth,False,F/278/P,PSO J318.5-22,17.0,Tulsa Inc,Derina Foxter,False,8.0,222.0,Reached wrong destination
1331,1408_01,Earth,False,G/216/S,PSO J318.5-22,26.0,Tulsa Inc,Prilly Fulloydez,False,4.0,770.0,Reached wrong destination
1332,1410_01,Earth,False,F/279/P,TRAPPIST-1e,23.0,Blue Horizon,Evane Lerez,False,0.0,567.0,Succesfully reached Destination
1333,1412_01,Earth,False,G/217/S,55 Cancri e,15.0,Tulsa Inc,Andona Winsley,False,0.0,0.0,Reached wrong destination
1334,1413_01,Earth,True,G/218/S,PSO J318.5-22,18.0,Blue Horizon,Genee Nichoan,False,0.0,0.0,Failed to reach
1335,1414_01,Earth,False,F/280/P,TRAPPIST-1e,65.0,Tulsa Inc,Andace Kinson,False,259.0,0.0,Succesfully reached Destination
1336,1415_01,Europa,False,D/45/P,55 Cancri e,33.0,Blue Horizon,Preo Higast,False,13.0,,Succesfully reached Destination
1337,1416_01,Earth,True,G/219/P,TRAPPIST-1e,27.0,Tulsa Inc,Therie Macdonadows,False,0.0,0.0,Succesfully reached Destination
1338,1417_01,Europa,False,C/54/S,TRAPPIST-1e,41.0,Tulsa Inc,Alik Spedlinale,False,0.0,184.0,Succesfully reached Destination
1339,1419_01,Mars,False,F/273/S,TRAPPIST-1e,42.0,Tulsa Inc,Goles Apeau,False,1381.0,0.0,Succesfully reached Destination
1340,1420_01,Mars,True,E/108/S,TRAPPIST-1e,,Blue Horizon,Wheard Shbre,False,0.0,0.0,Succesfully reached Destination
1341,1421_01,Mars,False,F/274/S,TRAPPIST-1e,37.0,Tulsa Inc,Whark Cres,False,328.0,6153.0,Succesfully reached Destination
1342,1421_02,Mars,False,F/274/S,55 Cancri e,17.0,Blue Horizon,Ars Cres,False,891.0,0.0,Succesfully reached Destination
1343,1423_01,Europa,True,B/61/S,TRAPPIST-1e,24.0,Blue Horizon,Seginon Asoppor,False,0.0,0.0,Succesfully reached Destination
1344,1423_02,Europa,True,B/61/S,TRAPPIST-1e,39.0,Tulsa Inc,Beneb Asoppor,False,0.0,0.0,Reached wrong destination
1345,1423_03,Europa,True,B/61/S,55 Cancri e,59.0,Tulsa Inc,Sadra Rodwative,False,0.0,0.0,Reached wrong destination
1346,1424_01,Europa,True,B/47/P,TRAPPIST-1e,32.0,Tulsa Inc,Sarid Sageng,False,0.0,0.0,Succesfully reached Destination
1347,1424_02,Europa,False,B/47/P,55 Cancri e,29.0,Tulsa Inc,Goros Sageng,False,2988.0,2147.0,Reached wrong destination
1348,1424_03,Europa,False,B/47/P,TRAPPIST-1e,8.0,Blue Horizon,Elebola Sageng,False,0.0,0.0,Reached wrong destination
1349,1424_04,Europa,False,B/47/P,55 Cancri e,28.0,Blue Horizon,Proxima Sageng,False,0.0,4380.0,Succesfully reached Destination
1350,1424_05,Europa,True,B/47/P,TRAPPIST-1e,35.0,Tulsa Inc,Weia Sageng,False,0.0,0.0,Succesfully reached Destination
1351,1425_01,Earth,False,F/282/P,TRAPPIST-1e,24.0,Tulsa Inc,Melvia Adavisons,False,711.0,0.0,Failed to reach
1352,1425_02,Earth,True,G/220/P,TRAPPIST-1e,1.0,Tulsa Inc,Mael Adavisons,False,0.0,0.0,Succesfully reached Destination
1353,1425_03,Earth,True,G/220/P,TRAPPIST-1e,4.0,Blue Horizon,Maryne Adavisons,False,0.0,0.0,Succesfully reached Destination
1354,1426_01,Europa,True,D/46/P,55 Cancri e,28.0,Blue Horizon,Duhrid Drelcate,False,0.0,0.0,Failed to reach
1355,1427_01,Mars,True,F/275/S,,46.0,Tulsa Inc,Jumars Pead,False,0.0,0.0,Succesfully reached Destination
1356,1427_02,Mars,False,F/275/S,TRAPPIST-1e,67.0,Blue Horizon,Hont Pead,False,443.0,0.0,Succesfully reached Destination
1357,1428_01,Earth,False,E/109/S,TRAPPIST-1e,44.0,Blue Horizon,Artis Hanghanson,False,0.0,200.0,Failed to reach
1358,1430_01,Earth,False,F/283/P,TRAPPIST-1e,14.0,Blue Horizon,Lina Popez,False,360.0,0.0,Succesfully reached Destination
1359,1431_01,Earth,False,G/221/P,TRAPPIST-1e,23.0,Tulsa Inc,Tonioe Ments,False,0.0,0.0,Reached wrong destination
1360,1433_01,Earth,True,G/219/S,TRAPPIST-1e,51.0,Blue Horizon,Allene Noeley,False,0.0,0.0,Reached wrong destination
1361,1434_01,Earth,False,G/222/P,TRAPPIST-1e,20.0,Blue Horizon,Dandy Cartez,False,0.0,258.0,Succesfully reached Destination
1362,1434_02,Earth,False,,TRAPPIST-1e,0.0,Tulsa Inc,Hughan Cartez,False,0.0,0.0,Reached wrong destination
1363,1434_03,Earth,True,G/222/P,TRAPPIST-1e,0.0,Tulsa Inc,Emilla Cartez,False,0.0,0.0,Failed to reach
1364,1435_01,Earth,False,G/223/P,,23.0,Tulsa Inc,Gabrin Gilleranks,False,0.0,20.0,Succesfully reached Destination
1365,1438_01,Earth,False,E/89/P,TRAPPIST-1e,24.0,Tulsa Inc,Anae Sancasey,False,181.0,224.0,Succesfully reached Destination
1366,1439_01,Mars,False,F/279/S,TRAPPIST-1e,41.0,Tulsa Inc,Lios Lette,False,112.0,186.0,Reached wrong destination
1367,1439_02,Mars,False,D/52/S,TRAPPIST-1e,30.0,Blue Horizon,Croo Lette,False,806.0,100.0,Reached wrong destination
1368,1440_01,Earth,False,F/280/S,TRAPPIST-1e,27.0,Blue Horizon,Jerek Mcleaney,False,0.0,1826.0,Succesfully reached Destination
1369,1442_01,Earth,True,G/220/S,PSO J318.5-22,13.0,Tulsa Inc,Leenny Pughanders,False,0.0,0.0,Failed to reach
1370,1443_01,Earth,True,G/225/P,TRAPPIST-1e,16.0,Blue Horizon,Anda Jimes,False,0.0,0.0,Reached wrong destination
1371,1444_01,Europa,False,C/55/S,TRAPPIST-1e,30.0,Blue Horizon,Luxion Coarswing,False,50.0,1248.0,Succesfully reached Destination
1372,1445_01,Earth,False,G/221/S,PSO J318.5-22,8.0,Blue Horizon,Walles Wellenez,False,0.0,0.0,Succesfully reached Destination
1373,1447_01,Earth,False,G/227/P,TRAPPIST-1e,59.0,Tulsa Inc,Sadine Simson,False,0.0,0.0,Reached wrong destination
1374,1450_01,Europa,True,D/53/S,55 Cancri e,43.0,Tulsa Inc,Tabih Ailled,False,0.0,0.0,Succesfully reached Destination
1375,1450_02,Europa,False,D/53/S,55 Cancri e,30.0,Tulsa Inc,Cella Ailled,False,0.0,138.0,Reached wrong destination
1376,1451_01,Europa,False,C/56/S,55 Cancri e,46.0,Blue Horizon,Zinor Proorbeng,False,202.0,484.0,Succesfully reached Destination
1377,1451_02,Europa,True,C/56/S,TRAPPIST-1e,39.0,Tulsa Inc,Unukath Proorbeng,False,0.0,0.0,Failed to reach
1378,1452_01,Europa,False,C/53/P,TRAPPIST-1e,21.0,Blue Horizon,Arkar Distured,False,5.0,251.0,Succesfully reached Destination
1379,1452_02,Europa,True,,TRAPPIST-1e,70.0,Tulsa Inc,Gorab Distured,False,0.0,0.0,Failed to reach
1380,1452_03,Europa,False,C/53/P,55 Cancri e,34.0,Blue Horizon,Alzird Distured,False,0.0,1646.0,Succesfully reached Destination
1381,1452_04,Europa,False,C/53/P,TRAPPIST-1e,33.0,Blue Horizon,Hamak Distured,False,0.0,774.0,Succesfully reached Destination
1382,1452_05,Europa,True,C/53/P,55 Cancri e,44.0,Blue Horizon,Gimph Distured,False,0.0,0.0,Failed to reach
1383,1453_01,Earth,,G/229/P,55 Cancri e,16.0,Blue Horizon,Kimena Thorney,,0.0,2838.0,Succesfully reached Destination
1384,1453_02,Earth,False,G/229/P,TRAPPIST-1e,63.0,Tulsa Inc,Annon Thorney,False,3.0,801.0,Reached wrong destination
1385,1454_01,Europa,False,D/54/S,TRAPPIST-1e,37.0,Blue Horizon,Canonon Righturter,False,0.0,13561.0,Reached wrong destination
1386,1455_01,Europa,True,B/62/S,55 Cancri e,29.0,Blue Horizon,Markton Wassird,False,0.0,0.0,Succesfully reached Destination
1387,1455_02,Europa,False,B/62/S,TRAPPIST-1e,29.0,Tulsa Inc,Teronan Conaly,False,0.0,2509.0,Succesfully reached Destination
1388,1455_03,Europa,True,B/62/S,55 Cancri e,22.0,Tulsa Inc,Rotanin Wassird,False,0.0,0.0,Reached wrong destination
1389,1455_04,Europa,False,B/62/S,TRAPPIST-1e,26.0,Tulsa Inc,Rasaleh Wassird,False,0.0,533.0,Reached wrong destination
1390,1455_05,Europa,False,B/62/S,55 Cancri e,76.0,Tulsa Inc,Antino Wassird,False,0.0,2732.0,Failed to reach
1391,1457_01,Earth,False,E/110/S,TRAPPIST-1e,61.0,Tulsa Inc,Bra Combson,False,0.0,368.0,Succesfully reached Destination
1392,1458_01,,False,G/223/S,TRAPPIST-1e,46.0,Tulsa Inc,Arllia Mccarveymon,False,0.0,0.0,Succesfully reached Destination
1393,1460_01,Earth,False,F/285/P,,19.0,Tulsa Inc,Bony Williotters,False,,905.0,Succesfully reached Destination
1394,1460_02,Earth,True,G/230/P,PSO J318.5-22,13.0,Tulsa Inc,Eduana Williotters,False,0.0,0.0,Succesfully reached Destination
1395,1461_01,Earth,True,G/224/S,TRAPPIST-1e,,Blue Horizon,Naomin Gordond,False,0.0,,Reached wrong destination
1396,1462_01,Earth,True,G/231/P,TRAPPIST-1e,30.0,Tulsa Inc,Timmie Webstes,False,0.0,0.0,Reached wrong destination
1397,1463_01,Earth,False,F/282/S,PSO J318.5-22,23.0,Tulsa Inc,,False,200.0,414.0,Succesfully reached Destination
1398,1465_01,Earth,False,G/233/P,PSO J318.5-22,63.0,Tulsa Inc,Byrona Alfordonard,False,356.0,287.0,Failed to reach
1399,1467_01,,False,E/111/S,TRAPPIST-1e,21.0,Blue Horizon,Russey Dillips,False,894.0,1.0,Failed to reach
1400,1474_01,Mars,True,F/287/P,TRAPPIST-1e,32.0,Tulsa Inc,Morms Melte,False,0.0,0.0,Succesfully reached Destination
1401,1478_01,Earth,False,F/289/P,TRAPPIST-1e,33.0,Blue Horizon,,False,0.0,0.0,Failed to reach
1402,1478_02,Earth,False,F/289/P,PSO J318.5-22,39.0,Blue Horizon,Toniel Sweene,False,,19.0,Succesfully reached Destination
1403,1479_01,Mars,True,F/290/P,TRAPPIST-1e,49.0,Blue Horizon,Clues Erle,False,0.0,0.0,Failed to reach
1404,1481_01,Mars,False,E/91/P,TRAPPIST-1e,27.0,Tulsa Inc,Krus Prist,False,555.0,0.0,Succesfully reached Destination
1405,1484_01,Earth,,E/93/P,TRAPPIST-1e,16.0,Blue Horizon,Lan Roachoanand,False,92.0,1.0,Succesfully reached Destination
1406,1485_01,Mars,True,F/291/P,TRAPPIST-1e,38.0,Blue Horizon,Hones Man,False,0.0,0.0,Reached wrong destination
1407,1488_01,Mars,True,E/94/P,TRAPPIST-1e,42.0,Blue Horizon,Powhex Betie,False,0.0,0.0,Failed to reach
1408,1489_01,Earth,False,G/229/S,TRAPPIST-1e,19.0,Tulsa Inc,Katiey Gallencis,False,73.0,0.0,Failed to reach
1409,1490_01,Europa,False,D/47/P,55 Cancri e,26.0,Blue Horizon,Caphird Crioncery,False,0.0,304.0,Succesfully reached Destination
1410,1491_01,Earth,False,G/240/P,55 Cancri e,32.0,Blue Horizon,Leneva Sosalinson,False,0.0,0.0,Succesfully reached Destination
1411,1491_02,Earth,False,F/292/P,TRAPPIST-1e,56.0,Blue Horizon,Tanley Sosalinson,False,0.0,51.0,Succesfully reached Destination
1412,1491_03,Earth,False,G/240/P,TRAPPIST-1e,0.0,Tulsa Inc,,False,0.0,0.0,Reached wrong destination
1413,1493_01,Earth,False,F/285/S,TRAPPIST-1e,38.0,Blue Horizon,Eilace Hardley,False,35.0,0.0,Reached wrong destination
1414,1498_01,Earth,False,F/295/P,TRAPPIST-1e,30.0,Tulsa Inc,Karay Talls,False,0.0,495.0,Reached wrong destination
1415,1499_01,Earth,False,F/287/S,TRAPPIST-1e,21.0,Blue Horizon,Teryla Keithunts,False,5.0,0.0,Reached wrong destination
1416,1500_01,Earth,False,G/230/S,TRAPPIST-1e,11.0,Blue Horizon,Hollie Cooperkins,False,0.0,0.0,Succesfully reached Destination
1417,1500_02,Earth,False,G/230/S,TRAPPIST-1e,3.0,Tulsa Inc,Gerly Cooperkins,False,0.0,0.0,Succesfully reached Destination
1418,1500_03,Earth,False,G/230/S,55 Cancri e,17.0,Tulsa Inc,Joandy Barbes,False,0.0,55.0,Succesfully reached Destination
1419,1500_04,Earth,,G/230/S,55 Cancri e,35.0,Tulsa Inc,Andrey Cooperkins,False,0.0,0.0,Failed to reach
1420,1500_05,Earth,False,F/288/S,55 Cancri e,17.0,Blue Horizon,Irmark Barbes,False,319.0,184.0,Failed to reach
1421,1500_06,Earth,True,G/230/S,TRAPPIST-1e,0.0,Tulsa Inc,Bobbyn Barbes,False,0.0,0.0,Failed to reach
1422,1500_07,Earth,True,G/230/S,TRAPPIST-1e,46.0,Blue Horizon,Everly Barbes,False,0.0,0.0,Reached wrong destination
1423,1501_01,Earth,False,G/243/P,TRAPPIST-1e,63.0,Tulsa Inc,Julin Fryan,False,0.0,216.0,Failed to reach
1424,1503_01,Mars,False,D/48/P,TRAPPIST-1e,35.0,Tulsa Inc,Koops Haste,False,1890.0,0.0,Reached wrong destination
1425,1503_02,Mars,False,D/48/P,TRAPPIST-1e,61.0,Blue Horizon,Wat Haste,False,1114.0,0.0,Reached wrong destination
1426,1506_01,Earth,False,F/298/P,,19.0,Blue Horizon,Bara Vines,False,0.0,24.0,Failed to reach
1427,1507_01,Earth,False,F/289/S,TRAPPIST-1e,43.0,Tulsa Inc,,False,0.0,0.0,Reached wrong destination
1428,1507_02,Earth,False,F/289/S,TRAPPIST-1e,14.0,Tulsa Inc,Jerek Jeffey,False,1.0,1.0,Reached wrong destination
1429,1507_03,Earth,False,G/231/S,TRAPPIST-1e,78.0,Tulsa Inc,Anny Jeffey,False,0.0,0.0,Failed to reach
1430,1507_04,Earth,False,F/289/S,TRAPPIST-1e,21.0,Blue Horizon,Kirky Jeffey,False,398.0,490.0,Failed to reach
1431,1509_01,Mars,False,E/95/P,TRAPPIST-1e,32.0,Tulsa Inc,Sumpix Dal,,1240.0,0.0,Failed to reach
1432,1510_01,Mars,False,F/291/S,TRAPPIST-1e,31.0,Blue Horizon,Yakers Swin,False,1226.0,0.0,Succesfully reached Destination
1433,1511_01,Europa,False,B/63/S,TRAPPIST-1e,40.0,Tulsa Inc,Ancham Spandisket,False,1006.0,,Reached wrong destination
1434,1511_02,Europa,True,B/63/S,TRAPPIST-1e,13.0,Blue Horizon,Diram Whealeed,False,0.0,0.0,Reached wrong destination
1435,1511_03,Europa,False,B/63/S,TRAPPIST-1e,36.0,Blue Horizon,Maham Spandisket,False,0.0,2345.0,Failed to reach
1436,1511_04,Europa,False,B/63/S,55 Cancri e,31.0,Blue Horizon,Winon Whealeed,False,65.0,2121.0,Failed to reach
1437,1515_01,Earth,False,F/293/S,TRAPPIST-1e,18.0,Tulsa Inc,Herina Oconley,False,765.0,0.0,Reached wrong destination
1438,1520_01,Earth,True,G/235/S,TRAPPIST-1e,40.0,Blue Horizon,Harrie Klindsey,False,0.0,0.0,Succesfully reached Destination
1439,1521_01,Mars,True,F/295/S,TRAPPIST-1e,28.0,Blue Horizon,Repart Flité,False,0.0,0.0,Reached wrong destination
1440,1523_01,Europa,True,B/64/S,55 Cancri e,41.0,Tulsa Inc,Izares Waring,False,0.0,,Succesfully reached Destination
1441,1523_02,Europa,True,B/64/S,TRAPPIST-1e,35.0,Blue Horizon,Baton Waring,False,0.0,0.0,Reached wrong destination
1442,1524_01,Earth,True,G/236/S,TRAPPIST-1e,14.0,Tulsa Inc,Therie Shawforden,False,0.0,0.0,Failed to reach
1443,1525_01,Mars,False,F/299/P,TRAPPIST-1e,20.0,Blue Horizon,Sceros Gin,False,539.0,1269.0,Succesfully reached Destination
1444,1526_01,Earth,False,F/300/P,55 Cancri e,23.0,Blue Horizon,Karia Sotond,False,4.0,,Succesfully reached Destination
1445,1527_01,Europa,True,D/49/P,55 Cancri e,22.0,Blue Horizon,Dirius Boderbint,False,0.0,0.0,Reached wrong destination
1446,1527_02,Europa,False,D/49/P,TRAPPIST-1e,25.0,Blue Horizon,Anchird Boderbint,False,0.0,0.0,Succesfully reached Destination
1447,1528_01,Mars,False,D/50/P,55 Cancri e,18.0,Tulsa Inc,Eang Madan,False,3992.0,673.0,Reached wrong destination
1448,1529_01,Europa,False,A/16/S,PSO J318.5-22,25.0,Tulsa Inc,Almino Slable,True,0.0,7069.0,Reached wrong destination
1449,1529_02,Europa,False,A/16/S,TRAPPIST-1e,30.0,Tulsa Inc,Krab Slable,False,0.0,0.0,Succesfully reached Destination
1450,1531_01,Earth,False,G/237/S,TRAPPIST-1e,46.0,Blue Horizon,Kimena Puckley,False,0.0,0.0,Succesfully reached Destination
1451,1532_01,Europa,False,B/65/S,TRAPPIST-1e,27.0,Tulsa Inc,Alcorux Bealvewd,False,0.0,31.0,Succesfully reached Destination
1452,1533_01,Earth,False,G/244/P,TRAPPIST-1e,53.0,Tulsa Inc,Tricky Potters,False,1015.0,0.0,Failed to reach
1453,1536_01,Mars,True,F/297/S,TRAPPIST-1e,21.0,Tulsa Inc,Croo Nuthe,False,0.0,0.0,Reached wrong destination
1454,1539_01,Europa,,A/17/S,55 Cancri e,32.0,Blue Horizon,Alyadum Barmant,False,54.0,3782.0,Failed to reach
1455,1540_01,Europa,False,C/55/P,TRAPPIST-1e,32.0,Blue Horizon,Shamak Clumshangs,False,1.0,470.0,Failed to reach
1456,1540_02,Europa,False,C/55/P,TRAPPIST-1e,33.0,Blue Horizon,Duhratz Clumshangs,True,0.0,7139.0,Succesfully reached Destination
1457,1540_03,Europa,False,C/55/P,TRAPPIST-1e,26.0,Tulsa Inc,Bahoton Clumshangs,False,0.0,170.0,Succesfully reached Destination
1458,1541_01,Earth,False,F/298/S,TRAPPIST-1e,47.0,Blue Horizon,Carma Woody,False,12.0,7.0,Succesfully reached Destination
1459,1542_01,Mars,False,F/299/S,TRAPPIST-1e,13.0,Tulsa Inc,Tot Seche,False,7172.0,0.0,Failed to reach
1460,1543_01,Europa,True,C/56/P,55 Cancri e,34.0,Tulsa Inc,Izarkab Clidly,False,0.0,0.0,Reached wrong destination
1461,1544_01,Earth,False,G/245/P,TRAPPIST-1e,21.0,Blue Horizon,Rosiey Ayalazquez,False,9.0,0.0,Reached wrong destination
1462,1545_01,Mars,False,,TRAPPIST-1e,20.0,Blue Horizon,Hocks Fiha,False,206.0,0.0,Reached wrong destination
1463,1547_01,Earth,False,F/301/S,TRAPPIST-1e,21.0,Blue Horizon,Aarone Hoppers,False,163.0,0.0,Reached wrong destination
1464,1548_01,Europa,True,B/50/P,55 Cancri e,51.0,Blue Horizon,Okulk Unicting,,0.0,0.0,Reached wrong destination
1465,1548_02,Europa,True,B/50/P,TRAPPIST-1e,18.0,Blue Horizon,Sarid Stivelte,False,0.0,0.0,Succesfully reached Destination
1466,1550_01,Europa,False,C/58/S,TRAPPIST-1e,26.0,Blue Horizon,Marin Supiensive,False,1.0,230.0,Failed to reach
1467,1550_02,Europa,False,,55 Cancri e,53.0,Tulsa Inc,Coxaton Supiensive,True,5022.0,2376.0,Failed to reach
1468,1551_01,Europa,False,E/96/P,TRAPPIST-1e,30.0,Tulsa Inc,Skyrmak Clidly,False,0.0,1376.0,Reached wrong destination
1469,1552_01,Earth,True,G/240/S,TRAPPIST-1e,37.0,Tulsa Inc,Millie Batestonley,False,0.0,0.0,Reached wrong destination
1470,1555_01,Europa,False,A/18/S,TRAPPIST-1e,45.0,Tulsa Inc,Alcorix Spistory,False,0.0,1389.0,Reached wrong destination
1471,1558_01,Earth,False,G/247/P,TRAPPIST-1e,62.0,Tulsa Inc,Benja Mcdowns,False,877.0,15.0,Succesfully reached Destination
1472,1560_01,Earth,False,G/242/S,TRAPPIST-1e,38.0,Blue Horizon,Chary Guezaley,False,0.0,1.0,Reached wrong destination
1473,1561_01,Earth,False,F/305/P,55 Cancri e,24.0,Tulsa Inc,Kyley Briggins,False,1030.0,0.0,Succesfully reached Destination
1474,1562_01,Earth,False,F/306/P,TRAPPIST-1e,18.0,Tulsa Inc,Shelle Simmonders,False,341.0,0.0,Reached wrong destination
1475,1564_01,Mars,True,F/303/S,TRAPPIST-1e,23.0,Tulsa Inc,Weers Merie,False,0.0,0.0,Failed to reach
1476,1565_01,Earth,False,F/304/S,PSO J318.5-22,16.0,Blue Horizon,Gordo Fitzgerson,False,0.0,1519.0,Reached wrong destination
1477,1567_01,Europa,True,B/53/P,TRAPPIST-1e,37.0,Blue Horizon,Tark Replic,False,0.0,0.0,Reached wrong destination
1478,1568_01,Earth,False,,TRAPPIST-1e,22.0,Tulsa Inc,Idace Burchrison,False,1018.0,100.0,Succesfully reached Destination
1479,1568_02,Earth,True,G/248/P,PSO J318.5-22,18.0,Blue Horizon,Samany Burchrison,False,0.0,0.0,Succesfully reached Destination
1480,1569_01,Mars,True,F/308/P,TRAPPIST-1e,25.0,Blue Horizon,Tors Hac,False,0.0,0.0,Failed to reach
1481,1572_01,Earth,False,G/249/P,TRAPPIST-1e,26.0,Blue Horizon,Karie Shephendry,,758.0,17.0,Succesfully reached Destination
1482,1572_02,Earth,False,F/309/P,TRAPPIST-1e,25.0,Blue Horizon,Lynnie Pager,False,4.0,0.0,Succesfully reached Destination
1483,1573_01,Mars,False,D/56/S,TRAPPIST-1e,55.0,Blue Horizon,Lychex Butte,False,938.0,0.0,Reached wrong destination
1484,1576_01,Mars,False,E/97/P,TRAPPIST-1e,28.0,Blue Horizon,Oahars Hapie,False,641.0,0.0,Failed to reach
1485,1577_01,Earth,False,F/310/P,,23.0,Blue Horizon,Keitha Grahangory,False,0.0,169.0,Succesfully reached Destination
1486,1578_01,Earth,False,E/98/P,TRAPPIST-1e,22.0,Blue Horizon,Everly Garrincent,False,0.0,24.0,Failed to reach
1487,1579_01,Earth,False,F/311/P,55 Cancri e,26.0,Blue Horizon,Rankie Pughanders,False,333.0,1819.0,Failed to reach
1488,1580_01,Earth,False,G/246/S,TRAPPIST-1e,13.0,Blue Horizon,Enrie Hinesh,False,0.0,0.0,Failed to reach
1489,1580_02,Earth,False,G/246/S,TRAPPIST-1e,18.0,Tulsa Inc,Janita Hinesh,False,428.0,0.0,Succesfully reached Destination
1490,1581_01,Mars,True,F/312/P,TRAPPIST-1e,38.0,Blue Horizon,Cor Che,False,0.0,0.0,Failed to reach
1491,1581_02,Mars,True,,TRAPPIST-1e,28.0,Blue Horizon,Prabon Che,False,0.0,0.0,Reached wrong destination
1492,1584_01,Earth,False,F/314/P,TRAPPIST-1e,57.0,Tulsa Inc,Paulia Thony,False,433.0,0.0,Reached wrong destination
1493,1584_02,Earth,True,G/251/P,TRAPPIST-1e,0.0,Tulsa Inc,Ronne Thony,False,,0.0,Reached wrong destination
1494,1585_01,Earth,True,G/252/P,TRAPPIST-1e,18.0,Blue Horizon,Salley Crosarios,False,0.0,0.0,Succesfully reached Destination
1495,1588_01,Europa,True,E/99/P,TRAPPIST-1e,25.0,Tulsa Inc,Errima Fullous,False,0.0,0.0,Reached wrong destination
1496,1588_02,Europa,False,E/99/P,55 Cancri e,35.0,Blue Horizon,Hyaduma Fullous,False,0.0,17394.0,Succesfully reached Destination
1497,1590_01,Europa,False,D/57/S,TRAPPIST-1e,37.0,Tulsa Inc,Neutrin Crakenecal,False,0.0,1336.0,Succesfully reached Destination
1498,1590_02,Europa,False,D/57/S,55 Cancri e,33.0,Blue Horizon,Ankark Crakenecal,False,0.0,26.0,Succesfully reached Destination
1499,1592_01,Europa,False,C/60/S,TRAPPIST-1e,35.0,Tulsa Inc,Ankabih Idivent,False,305.0,3621.0,Succesfully reached Destination
1500,1592_02,Europa,False,C/60/S,55 Cancri e,47.0,Tulsa Inc,Arid Idivent,False,16.0,2127.0,Failed to reach
1501,1593_01,Earth,False,E/114/S,TRAPPIST-1e,23.0,Tulsa Inc,Gwendy Savaraldez,False,5.0,51.0,Reached wrong destination
1502,1594_01,Earth,False,G/253/P,TRAPPIST-1e,,Tulsa Inc,Lis Delazarson,False,0.0,3.0,Failed to reach
1503,1595_01,Europa,False,C/57/P,55 Cancri e,27.0,Tulsa Inc,Pharmus Reming,False,0.0,4342.0,Reached wrong destination
1504,1596_01,Europa,True,B/54/P,TRAPPIST-1e,23.0,Blue Horizon,Izarfik Replipent,False,0.0,0.0,Failed to reach
1505,1597_01,Earth,True,G/254/P,TRAPPIST-1e,31.0,Tulsa Inc,Thewis Hahnstonsen,False,0.0,0.0,Failed to reach
1506,1599_01,Europa,True,C/58/P,TRAPPIST-1e,19.0,Blue Horizon,Giedion Drelcate,False,0.0,0.0,Succesfully reached Destination
1507,1599_02,Europa,True,C/58/P,55 Cancri e,53.0,Tulsa Inc,Enifak Drelcate,False,0.0,0.0,Failed to reach
1508,1601_01,Earth,False,G/255/P,TRAPPIST-1e,37.0,Tulsa Inc,Elenna Mulley,False,22.0,5.0,Succesfully reached Destination
1509,1602_01,Earth,False,F/307/S,TRAPPIST-1e,18.0,Blue Horizon,Vina Chardsons,False,0.0,0.0,Succesfully reached Destination
